ID,Quality,ProcessA-Pressure,ProcessA-Humidity,ProcessA-Vibration,ProcessB-Light,ProcessB-Skill,ProcessB-Temp,ProcessB-Rotation,ProcessC-Density,ProcessC-PH,ProcessC-skewness,ProcessC-Time
2996,0,6.6,0.28,0.34,0.8,0.037,42,119,0.9888,3.03,0.37,12.5
2997,1,6.5,0.35,0.36,0.8,0.034,32,111,0.98942,3.11,0.5,12.1
2998,0,6.9,0.25,0.33,1.2,0.035,35,158,0.99082,3.02,0.58,11.3
2999,1,6,0.32,0.3,1.3,0.025,18,112,0.98802,3.07,0.64,13.3
3000,1,6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9
3001,1,6.7,0.18,0.28,10.2,0.039,29,115,0.99469,3.11,0.45,10.9
3002,1,6.6,0.2,0.27,10.9,0.038,29,130,0.99496,3.11,0.44,10.5
3003,1,6.3,0.37,0.28,6.3,0.034,45,152,0.9921,3.29,0.46,11.6
3004,1,7.2,0.19,0.31,6.3,0.034,17,103,0.99305,3.15,0.52,11.4
3005,0,6.3,0.18,0.36,1.2,0.034,26,111,0.99074,3.16,0.51,11
3006,0,6.9,0.3,0.36,0.9,0.037,40,156,0.98968,3.08,0.36,12.1
3007,0,6.2,0.16,0.32,1.1,0.036,74,184,0.99096,3.22,0.41,11
3008,1,5,0.27,0.32,4.5,0.032,58,178,0.98956,3.45,0.31,12.6
3009,1,5,0.3,0.33,3.7,0.03,54,173,0.9887,3.36,0.3,13
3010,0,6.5,0.2,0.5,18.1,0.054,50,221,0.99941,2.94,0.64,8.8
3011,0,6.7,0.25,0.31,1.35,0.061,30.5,218,0.99388,3.16,0.53,9.5
3012,0,6.6,0.22,0.36,5.5,0.029,30,105,0.99206,3.2,0.47,11.8
3013,0,6.8,0.25,0.37,3.1,0.026,29,93,0.99035,3.14,0.45,12.2
3014,0,7,0.13,0.37,12.85,0.042,36,105,0.99581,3.05,0.55,10.7
3015,0,7,0.45,0.34,19.8,0.04,12,67,0.9976,3.07,0.38,11
3016,0,7.2,0.32,0.3,8.25,0.02,14,104,0.99362,2.99,0.44,11.4
3017,0,7,0.13,0.37,12.85,0.042,36,105,0.99581,3.05,0.55,10.7
3018,0,5.9,0.34,0.3,3.8,0.035,57,135,0.99016,3.09,0.34,12
3019,1,6.8,0.22,0.31,6.9,0.037,33,121,0.99176,3.02,0.39,11.9
3020,0,7.2,0.32,0.3,8.25,0.02,14,104,0.99362,2.99,0.44,11.4
3021,0,8.4,0.32,0.35,11.7,0.029,3,46,0.99439,3.02,0.34,11.8
3022,0,6.8,0.27,0.29,4.6,0.046,6,88,0.99458,3.34,0.48,10.6
3023,0,8,0.74,0.21,4,0.05,24,133,0.99418,3.06,0.38,9.7
3024,0,7,0.45,0.34,19.8,0.04,12,67,0.9976,3.07,0.38,11
3025,0,7,0.13,0.37,12.85,0.042,36,105,0.99581,3.05,0.55,10.7
3026,1,5.4,0.22,0.29,1.2,0.045,69,152,0.99178,3.76,0.63,11
3027,0,8.4,0.22,0.3,8.9,0.024,17,118,0.99456,2.99,0.34,10.5
3028,0,7.4,0.32,0.22,11.7,0.035,44,150,0.99578,3.1,0.45,10.4
3029,0,7.5,0.18,0.37,6.2,0.05,21,138,0.99546,3.2,0.55,10.5
3030,1,7.1,0.47,0.29,14.8,0.024,22,142,0.99518,3.12,0.48,12
3031,1,7.1,0.47,0.29,14.8,0.024,22,142,0.99518,3.12,0.48,12
3032,0,5.8,0.19,0.25,10.8,0.042,33,124,0.99646,3.22,0.41,9.2
3033,0,6.7,0.14,0.46,1.6,0.036,15,92,0.99264,3.37,0.49,10.9
3034,0,6.8,0.24,0.38,8.3,0.045,50,185,0.99578,3.15,0.5,9.5
3035,0,6.9,0.25,0.47,8.4,0.042,36,156,0.99604,3.15,0.55,9.4
3036,1,6,0.24,0.33,2.5,0.026,31,85,0.99014,3.13,0.5,11.3
3037,0,6.8,0.29,0.34,3.5,0.054,26,189,0.99489,3.42,0.58,10.4
3038,0,6.3,0.33,0.42,17.2,0.037,57,170,0.99884,3.26,0.57,9.4
3039,0,6.5,0.23,0.45,2.1,0.027,43,104,0.99054,3.02,0.52,11.3
3040,0,6.3,0.27,0.29,12.2,0.044,59,196,0.99782,3.14,0.4,8.8
3041,0,6.3,0.2,0.37,11.8,0.045,58,130,0.99519,3.2,0.35,10.8
3042,0,6.2,0.33,0.41,16.8,0.037,58,173,0.99882,3.25,0.57,9.4
3043,0,6.3,0.33,0.42,17.2,0.037,57,170,0.99884,3.26,0.57,9.4
3044,0,7.2,0.21,1,1.1,0.154,46,114,0.9931,2.95,0.43,9.2
3045,0,6,0.27,0.3,14.7,0.044,15,144,0.99666,3.12,0.53,10.3
3046,0,5.7,0.12,0.26,5.5,0.034,21,99,0.99324,3.09,0.57,9.9
3047,0,6.9,0.24,0.37,6.1,0.027,38,112,0.99086,3.19,0.34,12.4
3048,0,7.7,0.18,0.53,1.2,0.041,42,167,0.9908,3.11,0.44,11.9
3049,0,7.1,0.17,0.43,1.3,0.023,33,132,0.99067,3.11,0.56,11.7
3050,0,7.5,0.33,0.38,8.7,0.126,49,199,0.99711,2.98,0.57,9.4
3051,0,6.2,0.255,0.24,1.7,0.039,138.5,272,0.99452,3.53,0.53,9.6
3052,0,7.5,0.33,0.38,8.7,0.126,49,199,0.99711,2.98,0.57,9.4
3053,1,5.6,0.2,0.66,10.2,0.043,78,175,0.9945,2.98,0.43,10.4
3054,0,7.6,0.17,0.36,4.5,0.042,26,102,0.99427,3.09,0.47,9.5
3055,0,5.8,0.15,0.31,5.9,0.036,7,73,0.99152,3.2,0.43,11.9
3056,0,6.3,0.25,0.44,1.7,0.024,36,116,0.98935,3.18,0.4,12.5
3057,0,6.9,0.28,0.41,1.4,0.016,6,55,0.98876,3.16,0.4,13.4
3058,0,7.2,0.27,0.37,5.4,0.026,27,114,0.99174,3.13,0.84,12.7
3059,0,6.2,0.25,0.38,7.9,0.045,54,208,0.99572,3.17,0.46,9.1
3060,0,8.5,0.19,0.48,1.1,0.026,23,58,0.99184,2.9,0.5,10.5
3061,0,6.2,0.25,0.54,7,0.046,58,176,0.99454,3.19,0.7,10.4
3062,0,6.2,0.25,0.54,7,0.046,58,176,0.99454,3.19,0.7,10.4
3063,1,6.8,0.28,0.43,7.6,0.03,30,110,0.99164,3.08,0.59,12.5
3064,0,6.2,0.25,0.54,7,0.046,58,176,0.99454,3.19,0.7,10.4
3065,0,7.4,0.21,0.8,12.3,0.038,77,183,0.99778,2.95,0.48,9
3066,0,7,0.15,0.38,15.3,0.045,54,120,0.9975,3.18,0.42,9.8
3067,0,7.4,0.21,0.8,12.3,0.038,77,183,0.99778,2.95,0.48,9
3068,0,7.3,0.28,0.42,1.2,0.033,29,142,0.99205,3.17,0.43,10.7
3069,0,6.1,0.18,0.38,2.3,0.033,28,111,0.98962,3.16,0.49,12.4
3070,1,7,0.53,0.43,6.1,0.029,6,76,0.99118,3.08,0.5,12.5
3071,1,6.8,0.28,0.43,7.6,0.03,30,110,0.99164,3.08,0.59,12.5
3072,1,6.5,0.36,0.38,10.2,0.028,20,82,0.99274,3.1,0.43,12.1
3073,0,7.5,0.25,0.47,4.1,0.041,95,163,0.99184,2.92,0.59,11.3
3074,0,6.7,0.24,0.41,2.9,0.039,48,122,0.99052,3.25,0.43,12
3075,0,6.6,0.25,0.33,8.5,0.042,29,141,0.99546,3.28,0.6,10.4
3076,1,6.4,0.15,0.4,1.5,0.042,23,87,0.98972,3.11,0.46,12.2
3077,0,6.3,0.28,0.3,3.1,0.039,24,115,0.9942,3.05,0.43,8.6
3078,0,6.2,0.25,0.38,7.9,0.045,54,208,0.99572,3.17,0.46,9.1
3079,0,7.1,0.28,0.35,3.5,0.028,35,91,0.99022,2.96,0.33,12.1
3080,0,6.6,0.35,0.34,4.9,0.032,9,125,0.99253,3.32,0.81,12
3081,0,8.5,0.19,0.48,1.1,0.026,23,58,0.99184,2.9,0.5,10.5
3082,0,6.2,0.25,0.54,7,0.046,58,176,0.99454,3.19,0.7,10.4
3083,0,6,0.35,0.51,1.2,0.029,10,102,0.9903,3.46,0.42,11.9
3084,1,5.8,0.31,0.32,4.5,0.024,28,94,0.98906,3.25,0.52,13.7
3085,0,6.6,0.17,0.35,2.6,0.03,33,78,0.99146,3.22,0.72,11.3
3086,0,8.5,0.23,0.4,9.9,0.036,24,88,0.9951,3.02,0.42,10.5
3087,1,5.8,0.31,0.32,4.5,0.024,28,94,0.98906,3.25,0.52,13.7
3088,0,6.1,0.2,0.34,9.5,0.041,38,201,0.995,3.14,0.44,10.1
3089,0,6.3,0.37,0.37,1.5,0.024,12,76,0.98876,2.94,0.39,12.3
3090,1,6.2,0.36,0.38,3.2,0.031,20,89,0.98956,3.06,0.33,12
3091,0,6.6,0.17,0.35,2.6,0.03,33,78,0.99146,3.22,0.72,11.3
3092,0,6.3,0.28,0.47,11.2,0.04,61,183,0.99592,3.12,0.51,9.5
3093,0,7.6,0.27,0.52,3.2,0.043,28,152,0.99129,3.02,0.53,11.4
3094,1,7,0.25,0.45,2.3,0.045,40,118,0.99064,3.16,0.48,11.9
3095,0,9.7,0.24,0.49,4.9,0.032,3,18,0.99368,2.85,0.54,10
3096,0,9.7,0.24,0.49,4.9,0.032,3,18,0.99368,2.85,0.54,10
3097,1,6.8,0.13,0.39,1.4,0.034,19,102,0.99121,3.23,0.6,11.3
3098,0,6.6,0.78,0.5,1.5,0.045,30,133,0.99104,3.25,0.48,11.7
3099,1,5.1,0.33,0.27,6.7,0.022,44,129,0.99221,3.36,0.39,11
3100,1,6.7,0.34,0.4,2.1,0.033,34,111,0.98924,2.97,0.48,12.2
3101,1,6.7,0.14,0.51,4.3,0.028,57,124,0.99176,2.91,0.54,10.7
3102,0,7,0.26,0.34,10.9,0.038,25,84,0.99432,3.11,0.34,10.9
3103,0,6.5,0.29,0.26,7,0.04,18,113,0.99366,3.17,0.38,10.2
3104,1,7,0.25,0.45,2.3,0.045,40,118,0.99064,3.16,0.48,11.9
3105,0,7.6,0.21,0.49,2.5,0.047,20,130,0.99178,3.15,0.48,11.1
3106,0,7.7,0.26,0.51,2.6,0.045,26,159,0.99126,3,0.5,11.2
3107,0,7.6,0.27,0.52,3.2,0.043,28,152,0.99129,3.02,0.53,11.4
3108,0,7.7,0.25,0.49,2.5,0.047,31,169,0.99252,3.07,0.57,10.6
3109,0,7.6,0.35,0.46,14.7,0.047,33,151,0.99709,3.03,0.53,10.3
3110,0,6.9,0.3,0.36,4.5,0.054,31,203,0.99513,3.4,0.57,10.4
3111,0,6.7,0.24,0.46,2.2,0.033,19,111,0.99045,3.1,0.62,11.9
3112,1,6.5,0.23,0.39,1.9,0.036,41,98,0.99,3.19,0.43,11.9
3113,0,7.6,0.23,0.34,1.6,0.043,24,129,0.99305,3.12,0.7,10.4
3114,0,6.5,0.24,0.39,17.3,0.052,22,126,0.99888,3.11,0.47,9.2
3115,0,6.3,0.17,0.32,4.2,0.04,37,117,0.99182,3.24,0.43,11.3
3116,0,6.3,0.17,0.32,4.2,0.04,37,117,0.99182,3.24,0.43,11.3
3117,1,6.7,0.21,0.37,2.5,0.034,35,89,0.9913,3.25,0.5,11
3118,1,6.5,0.23,0.39,1.9,0.036,41,98,0.99,3.19,0.43,11.9
3119,1,5.9,0.28,0.39,1.4,0.031,47,147,0.98836,3.08,0.64,12.9
3120,0,5.9,0.19,0.37,0.8,0.027,3,21,0.9897,3.09,0.31,10.8
3121,0,6.2,0.25,0.42,8,0.049,53,206,0.99586,3.16,0.47,9.1
3122,0,7.6,0.23,0.34,1.6,0.043,24,129,0.99305,3.12,0.7,10.4
3123,0,5.6,0.18,0.27,1.7,0.03,31,103,0.98892,3.35,0.37,12.9
3124,0,5.5,0.18,0.22,5.5,0.037,10,86,0.99156,3.46,0.44,12.2
3125,0,6.5,0.24,0.39,17.3,0.052,22,126,0.99888,3.11,0.47,9.2
3126,0,7.4,0.23,0.38,8.6,0.052,41,150,0.99534,3.06,0.46,10.3
3127,1,7.2,0.17,0.37,6.9,0.059,47,128,0.99322,3.08,0.46,11
3128,0,7.6,0.3,0.38,2.1,0.043,10,98,0.99296,3.17,0.65,11
3129,0,5,0.24,0.21,2.2,0.039,31,100,0.99098,3.69,0.62,11.7
3130,0,6.1,0.21,0.38,1.5,0.039,37,122,0.98972,3.2,0.43,12
3131,0,6.5,0.33,0.38,2.5,0.047,30,148,0.98964,3.17,0.43,12.7
3132,0,6.3,0.35,0.26,17.6,0.061,59,198,0.99918,3.11,0.49,8.8
3133,0,6.3,0.17,0.32,4.2,0.04,37,117,0.99182,3.24,0.43,11.3
3134,0,6.6,0.25,0.35,2.9,0.034,38,121,0.99008,3.19,0.4,12.8
3135,0,6.5,0.16,0.33,4.8,0.043,45,114,0.992,3.18,0.44,11.2
3136,0,6.6,0.39,0.39,11.9,0.057,51,221,0.99851,3.26,0.51,8.9
3137,0,5.6,0.19,0.27,0.9,0.04,52,103,0.99026,3.5,0.39,11.2
3138,0,6.2,0.25,0.39,1.3,0.051,42,135,0.9906,3.23,0.4,11.1
3139,0,6.9,0.22,0.43,6.4,0.042,34,115,0.99293,3.05,0.51,10.8
3140,0,6.2,0.19,0.29,4.3,0.045,33,126,0.99658,3.18,0.42,9.3
3141,0,6.6,0.39,0.39,11.9,0.057,51,221,0.99851,3.26,0.51,8.9
3142,1,5.9,0.33,0.32,8.1,0.038,9,34,0.9911,3.22,0.36,12.7
3143,0,7.8,0.17,0.5,1.3,0.045,35,140,0.9904,3.16,0.4,12
3144,0,5.5,0.19,0.27,0.9,0.04,52,103,0.99026,3.5,0.39,11.2
3145,0,6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8
3146,0,6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8
3147,0,6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8
3148,0,7.2,0.32,0.4,8.7,0.038,45,154,0.99568,3.2,0.47,10.4
3149,0,6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8
3150,0,7.2,0.32,0.4,8.7,0.038,45,154,0.99568,3.2,0.47,10.4
3151,0,5.8,0.39,0.47,7.5,0.027,12,88,0.9907,3.38,0.45,14
3152,0,6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8
3153,0,7.6,0.25,1.23,4.6,0.035,51,294,0.99018,3.03,0.43,13.1
3154,0,5.8,0.29,0.33,3.7,0.029,30,88,0.98994,3.25,0.42,12.3
3155,0,7.2,0.4,0.38,2.2,0.03,40,109,0.99075,3.27,0.46,12.6
3156,1,6.8,0.39,0.34,7.4,0.02,38,133,0.99212,3.18,0.44,12
3157,0,6.1,0.17,0.42,15.1,0.033,28,124,0.99684,2.87,0.47,9.5
3158,1,6.8,0.39,0.34,7.4,0.02,38,133,0.99212,3.18,0.44,12
3159,1,7.1,0.36,0.37,4.8,0.019,39,114,0.99036,3.08,0.49,12.7
3160,0,6.9,0.19,0.32,7.9,0.042,30,130,0.99456,3.4,0.39,10.5
3161,0,6.5,0.34,0.46,1,0.023,6,80,0.98865,3.15,0.54,12.9
3162,0,6.1,0.17,0.42,15.1,0.033,28,124,0.99684,2.87,0.47,9.5
3163,1,6.8,0.39,0.34,7.4,0.02,38,133,0.99212,3.18,0.44,12
3164,1,7.1,0.36,0.37,4.8,0.019,39,114,0.99036,3.08,0.49,12.7
3165,0,7.8,0.3,0.36,4.6,0.024,20,198,0.99222,3.06,0.66,11.9
3166,0,6.1,0.68,0.52,1.4,0.037,32,123,0.99022,3.24,0.45,12
3167,0,5.2,0.34,0.37,6.2,0.031,42,133,0.99076,3.25,0.41,12.5
3168,1,5.6,0.28,0.4,6.1,0.034,36,118,0.99144,3.21,0.43,12.1
3169,0,6.2,0.19,0.38,5.1,0.019,22,82,0.98961,3.05,0.36,12.5
3170,0,5.7,0.16,0.26,6.3,0.043,28,113,0.9936,3.06,0.58,9.9
3171,0,7.6,0.17,0.46,0.9,0.036,63,147,0.99126,3.02,0.41,10.7
3172,0,7.3,0.2,0.39,2.3,0.048,24,87,0.99044,2.94,0.35,12
3173,1,6.7,0.33,0.36,6.6,0.042,34,116,0.99123,2.97,0.31,12.2
3174,1,6.7,0.33,0.34,7.5,0.036,39,124,0.99123,2.99,0.32,12.4
3175,1,6.9,0.36,0.35,8.6,0.038,37,125,0.9916,3,0.32,12.4
3176,0,7.8,0.21,0.34,11.9,0.039,55,140,0.9959,3.02,0.31,10.3
3177,0,7.3,0.2,0.39,2.3,0.048,24,87,0.99044,2.94,0.35,12
3178,0,5.6,0.41,0.22,7.1,0.05,44,154,0.9931,3.3,0.4,10.5
3179,0,7.6,0.15,0.35,4.3,0.051,23,98,0.99422,3.1,0.44,9.5
3180,0,8.5,0.2,0.4,1.1,0.046,31,106,0.99194,3,0.35,10.5
3181,0,6.5,0.24,0.38,1,0.027,31,90,0.98926,3.24,0.36,12.3
3182,0,8.3,0.16,0.37,7.9,0.025,38,107,0.99306,2.93,0.37,11.9
3183,0,5.5,0.12,0.33,1,0.038,23,131,0.99164,3.25,0.45,9.8
3184,0,6.5,0.24,0.38,1,0.027,31,90,0.98926,3.24,0.36,12.3
3185,1,6.2,0.1,0.41,1,0.04,17,76,0.98988,3.14,0.56,11.4
3186,0,6.5,0.21,0.4,7.3,0.041,49,115,0.99268,3.21,0.43,11
3187,0,8.7,0.3,0.59,1.7,0.046,10,70,0.99373,3.06,0.56,10.8
3188,1,6.7,0.18,0.37,1.3,0.027,42,125,0.98939,3.24,0.37,12.8
3189,1,7,0.17,0.36,6.4,0.055,42,123,0.99318,3.11,0.5,11
3190,0,6.6,0.19,0.33,1.8,0.035,42,148,0.99196,3.15,0.36,10.2
3191,1,5.8,0.28,0.3,1.5,0.026,31,114,0.98952,3.32,0.6,12.5
3192,0,7.6,0.24,0.44,3.8,0.037,49,146,0.9911,3.06,0.37,11.6
3193,0,8.3,0.16,0.37,7.9,0.025,38,107,0.99306,2.93,0.37,11.9
3194,0,5.5,0.12,0.33,1,0.038,23,131,0.99164,3.25,0.45,9.8
3195,0,5.7,0.16,0.32,1.2,0.036,7,89,0.99111,3.26,0.48,11
3196,0,7,0.21,0.42,5.3,0.037,36,123,0.99321,3.14,0.52,10.9
3197,1,6.4,0.22,0.38,9.1,0.044,35,127,0.99326,2.97,0.3,11
3198,0,7.9,0.34,0.44,6.5,0.027,47,126,0.99124,2.96,0.37,12.5
3199,1,6.4,0.22,0.38,9.1,0.044,35,127,0.99326,2.97,0.3,11
3200,1,6.8,0.21,0.4,6.3,0.032,40,121,0.99214,3.18,0.53,12
3201,1,5.2,0.31,0.36,5.1,0.031,46,145,0.9897,3.14,0.31,12.4
3202,0,7.9,0.34,0.44,6.5,0.027,47,126,0.99124,2.96,0.37,12.5
3203,1,5.6,0.42,0.34,2.4,0.022,34,97,0.98915,3.22,0.38,12.8
3204,1,6.4,0.22,0.38,9.1,0.044,35,127,0.99326,2.97,0.3,11
3205,0,6.8,0.28,0.34,7.5,0.035,34,177,0.99692,3.33,0.43,9.1
3206,1,6.8,0.45,0.36,5,0.033,28,156,0.991,3.11,0.4,12.4
3207,1,6.6,0.29,0.39,6.75,0.031,22,98,0.9913,3.15,0.8,12.9
3208,0,6.8,0.21,0.42,1.2,0.045,24,126,0.99234,3.09,0.87,10.9
3209,0,6.8,0.25,0.24,1.6,0.045,39,164,0.99402,3.53,0.58,10.8
3210,0,6.4,0.21,0.34,16.05,0.04,56,142,0.99678,3.11,0.38,10.6
3211,0,5.8,0.33,0.23,5,0.053,29,106,0.99458,3.13,0.52,9
3212,0,8.2,0.3,0.44,12.4,0.043,52,154,0.99452,3.04,0.33,12
3213,0,6.4,0.24,0.32,0.95,0.041,23,131,0.99033,3.25,0.35,11.8
3214,0,7.5,0.18,0.45,4.6,0.041,67,158,0.9927,3.01,0.38,10.6
3215,0,5.2,0.335,0.2,1.7,0.033,17,74,0.99002,3.34,0.48,12.3
3216,0,7.1,0.14,0.33,1,0.104,20,54,0.99057,3.19,0.64,11.5
3217,0,7.2,0.13,0.46,1.3,0.044,48,111,0.99127,2.97,0.45,11.1
3218,0,5.8,0.33,0.23,5,0.053,29,106,0.99458,3.13,0.52,9
3219,0,6.5,0.29,0.25,2.5,0.142,8,111,0.9927,3,0.44,9.9
3220,1,6.2,0.35,0.31,2.6,0.036,37,92,0.98938,3.27,0.53,12.8
3221,0,9,0.38,0.53,2.1,0.102,19,76,0.99001,2.93,0.57,12.9
3222,0,6.6,0.24,0.38,12.75,0.034,8,74,0.99386,3.1,0.57,12.9
3223,0,6.6,0.16,0.34,1.1,0.037,41,115,0.9899,3.01,0.68,12
3224,0,8.2,0.3,0.44,12.4,0.043,52,154,0.99452,3.04,0.33,12
3225,0,5.7,0.15,0.28,3.7,0.045,57,151,0.9913,3.22,0.27,11.2
3226,1,6.6,0.33,0.4,2.65,0.041,35,86,0.98916,3.11,0.39,13.3
3227,0,5.7,0.2,0.3,2.5,0.046,38,125,0.99276,3.34,0.5,9.9
3228,0,6.8,0.27,0.37,8.2,0.055,52,192,0.99586,3.11,0.52,9.5
3229,0,6.8,0.27,0.42,7.3,0.054,58,200,0.99556,3.12,0.49,9.4
3230,1,6.2,0.2,0.26,1.1,0.047,42,119,0.99158,3.48,0.6,11
3231,0,6.7,0.13,0.57,6.6,0.056,60,150,0.99548,2.96,0.43,9.4
3232,0,6.8,0.21,0.37,7,0.038,27,107,0.99206,2.98,0.82,11.5
3233,0,6.7,0.31,0.32,14.5,0.038,6,79,0.99412,3.14,0.34,12.5
3234,0,6.2,0.2,0.29,11.8,0.035,21,93,0.99364,3.18,0.34,11.9
3235,0,6.6,0.25,0.34,3,0.054,22,141,0.99338,3.26,0.47,10.4
3236,0,5.7,0.15,0.28,3.7,0.045,57,151,0.9913,3.22,0.27,11.2
3237,0,6.9,0.22,0.39,6,0.035,44,141,0.99123,3.11,0.33,12.5
3238,1,6.4,0.23,0.35,4.6,0.039,43,147,0.99216,3.18,0.4,11
3239,0,7.6,0.27,0.29,2.5,0.059,37,115,0.99328,3.09,0.37,9.8
3240,1,6.6,0.34,0.24,3.3,0.034,29,99,0.99031,3.1,0.4,12.3
3241,0,6.4,0.16,0.42,1,0.036,29,113,0.9908,3.18,0.52,11
3242,1,5.8,0.3,0.42,1.1,0.036,19,113,0.98871,3.1,0.46,12.6
3243,0,7,0.29,0.35,1.4,0.036,42,109,0.99119,3.31,0.62,11.6
3244,1,6.6,0.34,0.24,3.3,0.034,29,99,0.99031,3.1,0.4,12.3
3245,1,6.7,0.21,0.36,8.55,0.02,20,86,0.99146,3.19,0.22,13.4
3246,0,7.6,0.27,0.29,2.5,0.059,37,115,0.99328,3.09,0.37,9.8
3247,0,6.8,0.22,0.41,6.7,0.034,39,116,0.99245,3.18,0.46,11.5
3248,0,7.7,0.27,0.49,3.8,0.037,46,139,0.99116,3.04,0.38,11.6
3249,1,6.4,0.25,0.37,4.5,0.039,41,147,0.9921,3.18,0.4,11.1
3250,1,6.4,0.23,0.35,4.6,0.039,43,147,0.99216,3.18,0.4,11
3251,0,6.7,0.13,0.45,4.2,0.043,52,131,0.99162,3.06,0.54,11.3
3252,0,6.7,0.24,0.37,11.3,0.043,64,173,0.99632,3.08,0.53,9.9
3253,1,7.1,0.26,0.37,5.5,0.025,31,105,0.99082,3.06,0.33,12.6
3254,1,5.3,0.3,0.16,4.2,0.029,37,100,0.9905,3.3,0.36,11.8
3255,0,7.1,0.38,0.4,2.2,0.042,54,201,0.99177,3.03,0.5,11.4
3256,0,7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2
3257,0,7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2
3258,0,7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2
3259,0,7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2
3260,0,7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2
3261,0,7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2
3262,0,6.3,0.32,0.32,1.5,0.03,24,101,0.98923,3.21,0.42,13
3263,1,7.6,0.19,0.32,18.75,0.047,32,193,1.00014,3.1,0.5,9.3
3264,1,6.5,0.26,0.31,3.6,0.03,36,92,0.99026,3.22,0.62,12.6
3265,0,5.9,0.24,0.12,1.4,0.035,60,247,0.99358,3.34,0.44,9.6
3266,0,4.2,0.215,0.23,5.1,0.041,64,157,0.99688,3.42,0.44,8
3267,0,8.1,0.24,0.32,10.5,0.03,34,105,0.99407,3.11,0.42,11.8
3268,0,5.8,0.23,0.2,2,0.043,39,154,0.99226,3.21,0.39,10.2
3269,0,7.5,0.33,0.36,2.6,0.051,26,126,0.99097,3.32,0.53,12.7
3270,0,6.6,0.38,0.36,9.2,0.061,42,214,0.9976,3.31,0.56,9.4
3271,0,6.4,0.15,0.29,1.8,0.044,21,115,0.99166,3.1,0.38,10.2
3272,1,6.5,0.32,0.34,5.7,0.044,27,91,0.99184,3.28,0.6,12
3273,1,7.5,0.22,0.32,2.4,0.045,29,100,0.99135,3.08,0.6,11.3
3274,1,6.4,0.23,0.32,1.9,0.038,40,118,0.99074,3.32,0.53,11.8
3275,0,6.1,0.22,0.31,1.4,0.039,40,129,0.99193,3.45,0.59,10.9
3276,0,6.5,0.48,0.02,0.9,0.043,32,99,0.99226,3.14,0.47,9.8
3277,1,6.6,0.23,0.3,4.6,0.06,29,154,0.99142,3.23,0.49,12.2
3278,1,6.4,0.16,0.25,1.4,0.057,21,125,0.99091,3.23,0.44,11.1
3279,0,6.6,0.38,0.36,9.2,0.061,42,214,0.9976,3.31,0.56,9.4
3280,0,7.4,0.16,0.32,1.4,0.065,23,140,0.99134,3.06,0.47,11.4
3281,0,6.4,0.15,0.29,1.8,0.044,21,115,0.99166,3.1,0.38,10.2
3282,0,6.5,0.32,0.3,2.3,0.051,20,127,0.98964,3.13,0.52,12.8
3283,1,6.7,0.12,0.36,2.3,0.039,43,125,0.99229,3.07,0.67,10.1
3284,0,6.6,0.2,0.14,4.4,0.184,35,168,0.99396,2.93,0.45,9.4
3285,0,8,0.34,0.25,6.4,0.035,38,103,0.99148,2.91,0.23,12.2
3286,1,6.8,0.21,0.31,2.9,0.046,40,121,0.9913,3.07,0.65,10.9
3287,1,6.8,0.23,0.31,2.8,0.047,40,122,0.99126,3.06,0.64,10.9
3288,1,6.8,0.21,0.31,2.9,0.046,40,121,0.9913,3.07,0.65,10.9
3289,0,6.6,0.2,0.14,4.4,0.184,35,168,0.99396,2.93,0.45,9.4
3290,0,6.6,0.28,0.42,8.2,0.044,60,196,0.99562,3.14,0.48,9.4
3291,0,7.8,0.25,0.37,1,0.043,10,80,0.99128,3.08,0.38,11.4
3292,1,5.6,0.12,0.33,2.9,0.044,21,73,0.98896,3.17,0.32,12.9
3293,0,6.6,0.28,0.41,7,0.046,59,194,0.99558,3.14,0.48,9.4
3294,1,6.8,0.17,0.35,1.8,0.04,29,84,0.98961,2.91,0.57,12
3295,0,7.3,0.25,0.28,1.5,0.043,19,113,0.99338,3.38,0.56,10.1
3296,0,6.6,0.28,0.41,7,0.046,59,194,0.99558,3.14,0.48,9.4
3297,0,6.6,0.28,0.42,8.2,0.044,60,196,0.99562,3.14,0.48,9.4
3298,0,6.5,0.25,0.5,7.6,0.047,54,184,0.99572,3.17,0.45,9.2
3299,0,6.3,0.24,0.35,2.3,0.039,43,109,0.99056,3.34,0.44,11.8
3300,1,6.8,0.32,0.32,8.7,0.029,31,105,0.99146,3,0.34,12.3
3301,0,7.8,0.25,0.37,1,0.043,10,80,0.99128,3.08,0.38,11.4
